,Unnamed: 0.1,Unnamed: 0,Text,Bold/Not,Font Size,Words,Nouns,Verbs,Digits,Punctuations,Enumeration,Text Case,Label
20936,20936,18241,"(b) Notwithstanding the above, a Service Outage shall not be deemed to have occurred and no Service Outage Credits will apply:",0.0,9.0,25,7,6,0,0,0,3,0
20937,20937,13055,"(iv) Commit acts that directly support or advance trafficking in persons, including the following acts:",0.0,11.0,19,5,4,0,0,0,3,0
20938,20938,4700,SECTION 15 CHANGES,1.0,9.0,3,2,0,1,0,0,1,1
20939,20939,2292,50 0001 - 60 000,0.0,11.0,5,0,0,4,0,0,3,0
20940,20940,9831,(c) advise those employees of their obligations with respect to the Conï¬dential Information; and,0.0,10.0,17,6,1,0,0,0,3,0
20941,20941,1840,"D.  Notwithstanding  the  foregoing  provisions  of  this  article,  an  individual  Subcontract/Subaward/Contractâ€™s  ceiling  orfunded  amount  shall  not  be  increased  or  deemed  to  be  increased  except  by  speciï¬c  written  modiï¬cation  of  theSubcontract/Subaward/Contract  indicating  the  new  Subcontract/Subaward/Contract  ceiling  and  authorizedfunded  amount.  Until  such  modiï¬cation  is  made,  Supplier  shall  not  continue  performance  or  incur  costs  beyondthe period of performance or the authorized funded amount as set forth in the Subcontract/Subaward/Contract.",0.0,9.0,70,23,15,0,2,0,3,0
20942,20942,6054,"3.5 Voip Unlimited may elect at any time, which includes for the avoidance of doubt before or after the Reseller",0.0,10.0,21,6,2,1,0,0,3,0
20943,20943,13752,"2.8  Reports.  Upon  conclusion  of  each  Contracted  Class  Date,  You  shall  provide  the  following  reports  to  ATI:  the  attendancesign-in sheet; and all class evaluation forms collected from the attendees (the â€œReportsâ€).",0.0,8.0,38,12,3,1,2,0,3,0
20944,20944,1701,"â€  means  an  individual,  partnership,  joint  venture,  company,  limited  liability",0.0,10.0,14,6,1,0,0,0,2,0
20945,20945,10158,"husbandry. Whereas APV staff prides itself on a superior cleanliness of the kennel, OWNER is aware that dog may be subject to",0.0,8.0,24,8,3,0,1,0,3,0
20946,20946,12168,"install the equipment needed by Customer at its site to access the ICN if desired by the Customer.Customer is responsible for purchasing its own equipment. Unless Customer agrees to release DoIT ofmanagement responsibilities, DoIT shall monitor and support Customer's router or approved accessdevice, for sites directly connected to the ICN, in accordance with industry standards, provided Customermaintains at its sole expense a valid maintenance plan with equipment manufacturer.If, on responding to a Customer initiated service call, DoIT and Customer jointly determine that thecause of the service deï¬ciency was a failure, malfunction or the inadequacy of equipment other thanDoITâ€™s Equipment or DoITâ€™s Network, DoIT reserves the right to assess a fee for actual time andmaterials expended during the service call.",0.0,10.0,130,49,17,0,2,0,3,0
20947,20947,10543,Non-availability  of  Service,1.0,10.0,3,2,0,0,0,0,3,0
20948,20948,5085,II. Payments,1.0,11.0,3,2,0,0,1,1,4,1
20949,20949,1045,"obtain the right for the Client to continue to use the applicable Work Product, substitute other work with similar capabilities and/or",0.0,10.0,22,7,4,0,0,0,3,0
20950,20950,2977,20. Proprietary Rights,1.0,11.0,4,2,0,1,1,1,3,1
20951,20951,1311,                                ,0.0,11.0,0,0,0,0,0,0,3,0
20952,20952,6236,4) Termination Liability,1.0,10.0,4,2,0,1,0,0,3,1
20953,20953,5266,"TO RE-ESTABLISH OPERATION OF CLIENT/END USER EQUIPMENT. AVT CONNECT DOESNOT WARRANT THAT THE SERVICES WILL MEET SPECIFIC REQUIREMENTS OR THAT THEOPERATION OF THE SERVICES WILL BE UNINTERRUPTED OR ERRORFREE, PERFORM ATOR ABOVE CERTAIN LATENCY TIMES, OR BE COMPLETELY SECURE. AVT CONNECT DOESNOT WARRANT ANY CONNECTION TO, TRANSMISSION OVER, NOR RESULTS OF, ANYSOFTWARE, NETWORK CONNECTION OR FACILITIES OR EQUIPMENT NOT PROVIDED BYAVT CONNECT TO CLIENT UNDERTHIS AGREEMENT. CLIENT IS RESPONSIBLE FOR ASSESSING ITS OWN COMPUTER ANDTRANSMISSION NETWORK NEEDS, CONTENT AGGREGATION AND DELIVERY NEEDS,",0.0,12.0,93,80,0,0,3,0,1,0
20954,20954,16145,Next or a later major release,0.0,8.0,6,1,0,0,0,0,3,0
20955,20955,5910,XVIII. SEVERABILITY,1.0,10.0,3,2,0,0,1,1,1,1
20956,20956,6633,12) TERMINATION AND RENEWAL,0.0,12.0,5,2,0,1,0,0,1,1
20957,20957,2673,15. EXPRESS TERMS,1.0,10.0,4,2,0,1,1,1,1,1
20958,20958,3720,"The LSP shall ensure the audit rights under section 20(a) of the FGT 30 (see sec.1.3) during hours ofoperation at the audited facility or process, not limited to normal business hours, but without any orminor operational disruption.",0.0,10.0,45,12,3,2,1,0,3,0
20959,20959,7724,"It is understood by the Parties that Levels 2 and 3 include an inspection, evaluation, assessment and advise fromthe  Companyâ€™s  technician  to  be  given  to  the  Customer  in  person  (hereinafter  â€œ  Technical  Workâ€),  but  if  a  Customerengaged  in  Level  1,  requests  the  Technical  Work,  Customer  will  be  charged  at  an  hourly  rate  of  three  hundred  dollars($300) for the first 3 hours, and hundred and fifty dollars ($150)for each additional hour, subject to a written diagnostic and quote provided by the Companyâ€™s technician to the Customer,in addition to the monthly fee.",0.0,11.0,110,29,12,8,1,0,3,0
20960,20960,4760,SECTION 16 PAYMENT TERMS,1.0,11.0,4,3,0,1,0,0,1,1
20961,20961,4031,SECTION 2 INSURANCE,1.0,11.0,3,2,0,1,0,0,1,1
20962,20962,7645,"Should there be a conï¬‚ict in wording between the Contract and the Proposerâ€™s RFPresponse, the Contract shall prevail.",0.0,12.0,20,5,3,0,1,0,3,0
20963,20963,5222,V. CONDITIONS FOR SERVICES AND PRODUCTS,1.0,11.0,6,6,0,0,0,1,1,1
20964,20964,951,5. FORCE MAJEURE,0.0,11.0,4,2,0,1,1,1,1,1
20965,20965,9427,"If Uptime provides a recommendation of hardware, software, or materials produced by a",0.0,10.0,15,5,2,0,0,0,3,0
20966,20966,4072,C.2. Reseller becomes more than thirty (30) days in arrears in payment of its account with GlobalinkInc.;,0.0,12.0,22,8,1,1,2,1,3,0
20967,20967,13910,The Monthly Recurring Charge (â€œMRCâ€) for the Analog Lottery circuits will be $2.27 per circuit and willbe invoiced directly to the Lottery.,0.0,12.0,26,10,2,1,1,0,3,0
20968,20968,8738,"12.1  This  Agreement  is  subject  to  all  applicable  federal,  state,  and  local  laws  and  regulations,  rulings, orders,  and  other  actions  of  government  agencies  (â€œRulesâ€),  including,  but  not  limited  to:Communications  Act  of  1934  as  amended  by  the  Telecommunications  Act  of  1996,  the  rules  andregulations of the Federal Communications Commission (â€œFCCâ€), and the obtaining and continuanceof  any  required  approvals  or  authorizations  with  any  other  governmental  agency.  All  Servicesprovided to Customer are subject to Customerâ€™s compliance with applicable laws and regulations inany country in which the Service is provided, the FCC, the United States Congress, any United StatesBankruptcy Court, any state public service commission, administrative agency, judicial authority, orany other federal, state, municipal, international, or foreign governmental body or agency (including",0.0,12.0,146,46,9,3,1,0,3,0
20969,20969,6142,2) Default,1.0,10.0,3,1,0,1,0,0,3,1
20970,20970,13547,"Customer  is  responsible  for  all  return  shipping  charges  for  anyEquipment  returned  to  UniVoIP  for  any  reason,  including  situations  in  which  Equipment  is  covered  underwarranty. Upon termination and if not paid by Customer, Customer hereby authorizes UniVoIP to immediatelybill the credit card on ï¬le for the appropriate equipment not returned to UniVoIP or any equipment returnedbut not fully functional, missing components, manuals, peripheral devices, and all other accessories that were",0.0,10.0,76,25,11,0,1,0,3,0
20971,20971,3750,"the time when it takes over the goods and the time of delivery and for any delay in delivery. Where theLSP is obliged to handle loading and unloading on occasion of transport, the liability extends to allloading and unloading activities and delays occurring within the scope of the loading and unloading.The LSP is not obliged to check the content of sealed boxes.",0.0,10.0,65,18,11,0,2,0,3,0
20972,20972,725,15. Notice.,0.0,9.0,4,1,0,1,2,1,3,1
20973,20973,1255,"joint venture. Customer warrants that the Services are not sought for the purposes of admitting the Results as evidence inlitigation, and Customer shall not call any ISU employee as an expert witness as a result of the Services rendered under thisAgreement. This Agreement is not exclusive; Customer reserves the right to select other contractors to provide services similaror identical to the Services, and ISU reserves the right to provide to other clients services similar or identical to the Services.",0.0,10.0,85,28,9,0,3,0,3,0
20974,20974,6755,If portions of Subcontract Work which do not conform with the,0.0,11.0,11,3,2,0,0,0,3,0
20975,20975,471,Price Escalation ,1.0,11.0,2,2,0,0,0,0,4,0
20976,20976,13876,1. Description of Services,1.0,14.0,5,2,0,1,1,1,3,1
20977,20977,15415,2.  WORK ORDERS. ,1.0,8.0,5,1,0,1,2,1,1,1
20978,20978,5540,"7.6  Should the Reseller require equipment to be shipped outside of the UK after ordering, the Reseller is responsiblefor  all  charges  associated  with  such  shipment  and  the  equipment  shall  be  at  the  Resellerâ€™s  risk  duringshipment.",0.0,10.0,37,11,7,1,1,0,3,0
20979,20979,4310,SECTION 7 Indemnification and Hold Harmless,1.0,11.0,6,4,0,1,0,0,3,1
20980,20980,3901,Pay as you go,0.0,9.0,4,1,1,0,0,0,3,0
20981,20981,8643,"1.1. The Parties anticipate that Customer may, at Customerâ€™s sole discretion, subscribe to Services suppliedby  Masergy,  using  written  forms  or  electronic  documents  specified  by  Masergy.  For  each  of  the",0.0,12.0,34,11,4,1,2,1,3,0
20982,20982,14462,â€œDocumentsâ€  ,1.0,9.0,1,1,0,0,0,0,3,0
20983,20983,5199,10. Use of Customer's Name for Marketing and Promotion.,1.0,12.0,12,5,0,1,2,1,3,1
20984,20984,8181,"OSI  is  a  full  service  Outsourcing  Service  Center  performing  a  variety  of  outsourcing  andcontact center services and,",0.0,10.0,18,9,3,0,0,0,3,0
20985,20985,438,[Signature Page to Fee for Service Agreement],0.0,10.0,9,6,0,0,0,0,3,0
20986,20986,4741,eï¬€ective date of this Agreement and to maintain Savvy as an â€œadditionalinsuredâ€ continuously throughout the Term including all renewals.,0.0,12.0,20,6,2,0,1,0,3,0
20987,20987,1252,"obligation under this Agreement is prevented or delayed by causes beyond its reasonable control, such as acts or omissions ofcommunications carriers, energy shortages or outages, strikes or labor disputes of otherâ€™s workforces, fires, floods, inclementweather, acts of God, war, terrorism, civil disturbances, or acts of civil or military authorities.",0.0,10.0,61,24,3,0,1,0,3,0
20988,20988,12606,Prohibited Content,1.0,10.0,2,1,1,0,0,0,4,0
20989,20989,2734,16. FORCE MAJEURE,1.0,10.0,4,2,0,1,1,1,1,1
20990,20990,16667, EXCEPT WITH RESPECT TO EACH PARTY'S,0.0,10.0,7,5,0,0,0,0,1,0
20991,20991,14007,"The  State  shall  be  responsible  for  personnel  safety,  office  support  services  such  as  janitorial  services  andphysical security services reasonably required by AT&T to provide Managed Care Services during the termof this Service Attachment. The State shall provide AT&T personnel reasonable access to photocopying, butshall not be responsible for providing AT&T with telephones, personal computers or related equipment. TheState shall be responsible for the physical security of its facilities.",0.0,12.0,80,32,7,0,3,0,3,0
20992,20992,10591,"7.2.1 Neither Party excludes or limits its liability to the other Party pursuant to theindemnities detailed in Section 8 or in respect of (i) death or personal injuryarising as a result of a Partyâ€™s negligence or that of its employees, agents orsub-contractors (as applicable), (ii) fraudulent misrepresentation by Fyber, or(iii) any other liability that cannot be excluded or limited as a matter of law.",0.0,10.0,78,25,6,2,1,0,3,0
20993,20993,114,6 CHARGES AND PAYMENT,1.0,8.0,4,3,0,1,0,0,1,1
20994,20994,1201,"stated in any applicable SLA(s) which are Customerâ€™s sole and exclusive remedy for Service Providerâ€™s failureto meet those guarantees for which credits are provided; and the parties agree that the credits are not a penalty,are fair and reasonable and represent a reasonable estimate of loss that may reasonably be anticipated from anybreach. The maximum credit(s) for failures to meet any applicable SLA(s) for any calendar month shall notexceed 100% of the then current monthly recurring Fee for the Services. Customer is not entitled to a credit ifCustomer is in breach of the Agreement at the time of the occurrence of the event giving rise to the credit, untilsuch time as Customer has remedied the breach. No credit shall be due if the credit would not have accrued butfor Customerâ€™s action or omission.",0.0,11.0,150,44,22,1,4,0,3,0
20995,20995,1226,5. Warranty Disclaimer.,1.0,9.0,5,2,0,1,2,1,3,1
20996,20996,9272,â€œAgreementâ€,1.0,11.0,1,1,0,0,0,0,3,0
20997,20997,4418,SECTION 9 Notices,1.0,12.0,3,2,0,1,0,0,3,1
20998,20998,7447,"unreasonably withhold, delay or condition its approval of a ï¬nal written deliverable.",0.0,12.0,14,4,1,0,1,0,2,0
20999,20999,10656,Contact Name:,0.0,10.0,3,1,0,0,0,0,4,0
21000,21000,2196,5. Relationship of Parties,1.0,9.0,5,2,0,1,1,1,3,1
21001,21001,11007,"This Master Service Agreement (this â€œMSAâ€) is entered into between the service provider Harmony Communications Inc.dba Montana Phone (â€œCompanyâ€) and customer (â€œYouâ€). You are not required to purchase voice services from Companynor from any of its affiliates. If You elect to purchase voice services under this MSA, please be advised of the following: (i)voice services will be provided through Companyâ€™s affiliate; (ii) Your acceptance of, and agreement to, the terms of thisMSA also constitutes your acceptance and acknowledgement of, and agreement to, (A) the important disclosures, noticesand disclaimers contained in Attachment 1 to this MSA related to 911 (including enhanced 911 (E911)) calling and serviceand(B) the terms of the Schedule(s) and related documents provided or made available to You by Companyâ€™s affiliate; and (iii)the terms and conditions of this MSA will apply to the services you receive from Companyâ€™s affiliate as well as the termsand  conditions  in  Companyâ€™s  affiliateâ€™s  Schedules  and  related  documents.  If  You  instead  choose  to  purchase  voiceservices  through  an  unrelated  third  party,  this  MSA  will  not  govern  the  provision  of  any  services  provided  by  such  thirdparty, and such third-party-provided voice services are used at Your sole risk and pursuant to the terms and conditionsyou  enter  into  with  such  third  party.  Any  of  the  following  actions  constitutes  Your  agreement,  without  limitation  orqualification, to be bound by, and to comply with, the terms of this Agreement: (i) registering for Service on Companyâ€™sweb page or portal and selecting &quot;I Accept&quot; as part of the registration process,(ii)  ordering  Service  from  Companyâ€™s  personnel  and  providing  them  with  Your  credit  card  number  or  other  billinginformation, or use of the Services by You or Your Users. You agree to be bound by all of the terms and conditions of (i)this MSA and (ii) the following:",0.0,10.0,357,110,43,3,5,0,3,0
21002,21002,14006,6.5 State Responsibilities,1.0,12.0,3,2,0,1,0,0,3,0
21003,21003,16681, Any Service Order created under this Agreement will commence immediately,0.0,10.0,10,3,2,0,0,0,3,0
21004,21004,748,10. Termination,1.0,8.0,3,1,0,1,1,1,3,1
21005,21005,1401,"suspended by any government, governmental agency or donor.",0.0,11.0,10,3,1,0,1,0,2,0
21006,21006,250,2. General Requirements,1.0,10.0,4,1,0,1,1,1,3,1
21007,21007,2247,6. Notices,1.0,11.0,3,1,0,1,1,1,3,1
21008,21008,1474,4. Term and Termination.,0.0,9.0,6,2,0,1,2,1,3,1
21009,21009,11406,"agreement for Our services is 30 or more days overdue (or 10 or more days overdue in the case ofamounts You have authorized Us to charge to Your credit card), We may, without limiting Our otherrights and remedies, accelerate Your unpaid fee obligations under such agreements so that all suchobligations become immediately due and payable, and suspend Our services to You until suchamounts are paid in full.",0.0,10.0,74,16,12,2,1,0,3,0
21010,21010,4096,SECTION 3 Billing and Fees,1.0,12.0,5,3,0,1,0,0,3,1
21011,21011,8795,1.3. Business Day(s). ,1.0,8.0,7,3,0,1,1,1,3,0
21012,21012,14150,Entity(s):,0.0,12.0,5,2,0,0,0,0,4,0
21013,21013,852,SECTION 1. SERVICES,1.0,11.0,4,2,0,1,1,1,1,1
21014,21014,5874,XVII. Notices,1.0,11.0,3,2,0,0,1,1,4,1
21015,21015,2049,shall  mean  information  about  Clientâ€™s  tracked  actions  or  outboundinteraction from Customer to Client.,0.0,11.0,14,6,2,0,1,0,3,0
21016,21016,5547,8.1  The Reseller shall and shall procure that any End User shall:,0.0,10.0,13,3,1,1,0,0,3,0
21017,21017,7414,"B. Provide substitute products to the County which are, in the County's sole opinion, ofequal or greater quality, or",0.0,12.0,24,8,1,0,1,0,3,0
21018,21018,1591,"of  special  education  services  to  students  under  state  and  federal  law,  including  but  not  limited  to  Ohioâ€™sOperating Standards for the Education of Students with Disabilities, is ultimately the responsibility of Customerand that nothing contained herein shall be construed or interpreted to relieve Customer of that responsibility.",0.0,12.0,49,15,7,1,1,0,3,0
21019,21019,15050,"Contract, Company shall provide and support, such Services during the Initial Term listed in the Service Contract and for any RenewalTerm. Accordingly, except as expressly provided in this Agreement, Company shall provide, and Customer shall pay for, each Servicethrough its Initial Term and any subsequent Renewal Term.",0.0,10.0,55,14,6,0,2,0,3,0
21020,21020,262,"Photomapping end customer, when negotiating such contract, Photomapping will use its best endeavours to consult with the Service Provider with a view to negotiating suitable timeframes with the end customer that allow the Service Provider a reasonable time to provide the required Services. ",0.0,11.0,46,15,7,0,1,0,3,0
21021,21021,10059,9. INDEMNIFICATION,1.0,9.0,3,1,0,1,1,1,1,1
21022,21022,6484,9) EFFECTIVE DATE,1.0,10.0,4,2,0,1,0,0,1,1
21023,21023,6152,where progression is outside of the control of Voip Unlimited and includes where:,0.0,10.0,14,4,2,0,0,0,3,0
21024,21024,1089,"11. NOTICES, GOVERNING LAW AND JURISDICTION",0.0,11.0,8,5,0,1,1,1,1,1
21025,21025,5513,"not remove, deface, or obscure any identifying mark or packaging on or relating to the Goods;",0.0,10.0,19,4,3,0,0,0,3,0
21026,21026,1343,3. Results.,1.0,8.0,4,1,0,1,2,1,3,1
21027,21027,609,1)- Meaning of Force Majeure,0.0,10.0,7,3,0,1,0,0,3,0
21028,21028,7574,"The Agreement may be modiï¬ed or extended in accordance with the followingprocedures. In the event that all parties to the Agreement agree that such changes wouldbe of a minor and non material nature, then prior to the eï¬€ective date such changes shallbe by a written statement that describing the situation that is dated and signed by anauthorized County agent, and by all parties. In the event that the changes are determinedby either or all parties to the Agreement to be of a major or complex nature, then thechange shall be by formal written amendment of the Agreement signed by the parties and",0.0,12.0,107,25,15,1,2,0,3,0
21029,21029,2422,Managing director Ivan Borovikov,0.0,11.0,4,3,1,0,0,0,3,0
21030,21030,17744,"â€); and (c) any implementation, deployment, or other professionalservices  speciï¬ed  in  the  Order  Form  and/or  incorporated  SOW(s)  â€œ",0.0,11.0,27,11,2,0,0,0,3,0
21031,21031,4324,SECTION 7 Governing Law,1.0,10.0,4,3,0,1,0,0,3,1
21032,21032,297,1. Term & Termination,1.0,10.0,5,2,0,1,1,1,3,1
21033,21033,10,6. CONFIDENTIAL INFORMATION.,0.0,10.0,5,2,0,1,2,1,1,1
21034,21034,2711,"5.1.  The cost and terms of payment for the Services will be speciï¬ed in each relevant Service Agreementand will be exclusive of any applicable taxes. Each Service Agreement shall identify in advance (i.e. atthe time of signing of relevant Service Agreement), which taxes will be charged to the Client, if any.",0.0,10.0,59,17,6,1,4,1,3,0
21035,21035,17128,"7.19 Third Party Beneï¬ciaries. This Agreement shall be binding upon. Inure solely to the beneï¬t of and beenforceable by each party hereto and their respective successors and assigns hereto, and nothing in thisAgreement, express or implied, is intended to or shall confer upon any thirty party any right, beneï¬t or remedyof any nature whatsoever under or by reason of this Agreement.",0.0,9.0,68,19,8,1,3,0,3,0
21036,21036,5517,give Voip Unlimited such information relating to the Goods as Voip Unlimited may require from time to time.,0.0,10.0,19,8,3,0,1,0,3,0
21037,21037,5226,V. INDEMNITY AND LIMITATION OF LIABILITY,1.0,12.0,6,6,0,0,0,1,1,1
21038,21038,13984,$ 8.00$ 10.00$ 16.00$ 32.00$ 62.00$ 96.00$124.00,0.0,12.0,14,0,0,7,0,1,3,0
21039,21039,757,19. No Third Party Beneficiaries,1.0,8.0,6,3,0,1,1,1,3,1
21040,21040,5615,XII. Miscellaneous Provisions,1.0,12.0,4,2,0,0,1,1,4,1
21041,21041,367,"7.1. Term. The initial term of this Agreement shall begin on the Eï¬€ective Date of this Agreement andshall  end  on  the  later  of  the  three  (3)  year  anniversary  of  the  Eï¬€ective  Date  or  the  last  date  on  which  allProject  Agreements  expire  or  terminate,  unless  terminated  sooner  pursuant  to  Sections  7.2  hereof.  ThisAgreement  may  be  extended  or  renewed  only  by  mutual  written  agreement  executed  by  duly  authorizedrepresentatives of the Parties.",0.0,10.0,76,22,7,4,4,1,3,0
21042,21042,8553,"PickNik hereby assigns to Company all such right, title, and interest in and to theIntellectual Property Rights in the Software.",0.0,12.0,23,9,2,0,1,0,3,0
21043,21043,13536,"UniVoIP  will  deliver  the  Equipment  on  the  date  mutually  agreed  by  the  parties,  FCA",0.0,10.0,15,5,2,0,0,0,3,0
21044,21044,3334,ARTICLE3 Default,1.0,11.0,2,2,0,0,0,0,4,1
21045,21045,8350,"This is a legal document that should be read as a whole. It sets out the terms and conditions under which your high-speed internet, digital televisionand/or telephone services (collectively â€œServicesâ€) are provided to you, and may impact the way you use the services or the way in which you deal with theWillamette Valley Fiber (WVF).",0.0,7.0,63,15,10,0,2,0,3,0
21046,21046,1145,. All notices given pursuant to this Agreement shall be in writing and effective: (i) upon receipt if hand delivered;(ii) on the next business day after being sent by email or facsimile; (iii) on the third business day following deposit with the postalservice.,0.0,10.0,54,15,8,0,2,0,3,0
21047,21047,17112,"(B) Neither party shall issue any press release relating to any contractual relationship between Level 3 andCustomer, except as may be required by law or agreed between the parties in writing.",0.0,9.0,35,11,5,1,1,0,3,0
21048,21048,7629,B. The Independent Contractor will operate as an independent entity and none ofthe employees of the independent contractor are to be considered employees,0.0,12.0,24,8,5,0,1,0,3,0
21049,21049,7205,"occurrence policy form (ISO CG 00 01 10 01 or later edition) (&quot;modiï¬edoccurrence&quot; and &quot;claims-made&quot; are not acceptable), including premises-operations (including explosion, collapse and underground coverage) and",0.0,11.0,47,15,3,4,0,0,3,0
21050,21050,605,"â€™  which  expression  shall,  unless  repugnant  to  the  context  or  meaning  thereof,  be deemed to include its successors and permitted assigns) of the First Part. ",0.0,9.0,29,10,4,0,1,0,3,0
21051,21051,6340,Exchange product.,0.0,10.0,3,2,0,0,1,0,3,0
21052,21052,232,3. CONFIDENTIAL INFORMATION,1.0,8.0,4,2,0,1,1,1,1,1
21053,21053,1477,7. Confidentiality.,0.0,9.0,4,1,0,1,2,1,3,1
21054,21054,4321,"21.2.2 when sent, if transmitted by facsimile or e-mail and a successful",0.0,11.0,13,3,1,1,0,0,2,0
21055,21055,2455,10. Notices,1.0,10.0,3,1,0,1,1,1,3,1
21056,21056,8357,This Agreement as modiï¬ed from time to time and the aï¬€ected Service and all the terms and conditions herein shall continue on amonth-to-month basis unless WVF and Customer agree in writing to a diï¬€erent term or unless the services are terminated by either party upon thirty (30)days prior written notice or until otherwise terminated pursuant to the provisions of Section 21 hereof.,0.0,7.0,66,20,8,2,1,0,3,0
21057,21057,10157,"f. APV cleans dog runs and dog areas a number of times each day, using water and disinfectants that are specially designed for animal",0.0,8.0,25,11,4,0,0,0,3,0
21058,21058,8941,"The Service level commitments (â€œService Levelsâ€) for Services are provided in the applicable Service Orders or are posted onthe Carrier website at www.tec.com\terms for each Service. Service Levels generally do not apply to services provided by third parties, during periods offorce  majeure  or  during  Service  maintenance  (â€œExcused  Outagesâ€).  If  Carrier  does  not  meet  a  Service  Level  (based  on  Carrierâ€™s  records)  applicableservice  credits  will  be  issued  upon  Customerâ€™s  request  to  Carrier.  Credits  must  be  requested  within  sixty  (60)  days  after  the  event  giving  rise  to  thecredit. Customerâ€™s sole remedies for any outages, failures to deliver or defects in Service are contained in the Service Levels (if any).",0.0,8.0,123,44,19,1,5,0,3,0
21059,21059,5147,III. Miscellaneous Provisions,1.0,9.0,4,2,0,0,1,1,4,1
21060,21060,11894,Designated Representative,1.0,9.0,2,0,1,0,0,0,4,0
21061,21061,72,2.5 The Customer shall not:,0.0,8.0,6,1,0,1,0,0,3,0
21062,21062,8161,Security Breach,1.0,8.0,2,2,0,0,0,0,4,0
21063,21063,10787,"A. For the sale and/or installation of the systems as provided in the Schedule attached hereto. For any equipment identified as â€œTKOâ€ on the Schedule, Customer acknowledges that thepurchase price for the equipment is incorporated into the Total Monthly Fee set forth on the Schedule and will be paid over the Initial Term of the Agreement. Customer thereforeagrees that SCSS retains title to the equipment until the full purchase price is paid, which shall be at the expiration of the Initial Term of this Agreement. SCSS agrees that uponexpiration of the Initial Term, the parties may renegotiate the Total Monthly Fee to reflect payment of the purchase price for the equipment.",0.0,6.0,119,40,16,0,5,0,3,0
21064,21064,17016,ARTICLE 3. BILLING AND PAYMENT,0.0,9.0,6,2,0,1,1,1,1,1
21065,21065,13835,1. The Addition of Service Attachment 3 â€“ Managed Care Services for services provided to the State under,0.0,12.0,19,9,1,2,1,1,3,0
21066,21066,3877,ARTICLE14 TERMINATION AND RENEWAL,1.0,9.0,4,4,0,0,0,0,1,1
21067,21067,11293,"&quot; means any entity that directly or indirectly controls, is controlled by, or is under commoncontrol with the subject entity. &quot;Control,&quot; for purposes of this deï¬nition, means direct or indirectownership or control of more than 50% of the voting interests of the subject entity.",0.0,10.0,59,16,5,1,2,0,3,0
21068,21068,597,â€) is made on this 2021-05-28 (â€œ,0.0,9.0,9,1,3,0,0,0,2,0
21069,21069,256,       6.6  If Photomapping reject the Conditions proposed by the Service Provider within the Task ,0.0,11.0,14,4,3,1,0,0,3,0
21070,21070,15134,USTOMER  ACKNOWLEDGES  THAT  ITS  FACILITIES  THAT  ARE  SCHEDULED  TO  BE  USED  ELSEWHERE  MAY,0.0,8.0,13,13,0,0,0,0,1,0
21071,21071,16319,3.5  Technical Contacts.,1.0,10.0,4,1,0,1,1,0,3,0
21072,21072,1424,by  either  Party  for  its  convenience  with  written  notice  and  after  the  Termination  Notice  Period,0.0,11.0,15,6,1,0,0,0,3,0
21073,21073,1106,11.2 Waivers,1.0,10.0,2,1,0,1,0,0,3,0
21074,21074,5917,XVIII. Payments,1.0,12.0,3,2,0,0,1,1,4,1
21075,21075,2337,8. Force Majeure,1.0,11.0,4,2,0,1,1,1,3,1
21076,21076,2404,9. Relationship of Parties,1.0,10.0,5,2,0,1,1,1,3,1
21077,21077,1782,"Paragraph C below. After the initial ninety (90) calendar day period, Supplier shall submit the information requiredby  Paragraph  C  to  the  RTI  Subcontract/Subaward/Contract  Administrator  at  least  ten  (10)  calendar  days  prior  tomaking any permanent substitutions.",0.0,9.0,42,18,2,2,2,0,3,0
21078,21078,14669,11.3  any  rights  or  obligations  to  which  any  of  the  Parties  to  this  Agreement  may  be  entitled  or  be  subject  before  its,0.0,9.0,22,4,3,1,0,0,3,0
21079,21079,518,17) Start of Service.,0.0,10.0,6,2,0,1,1,0,3,1
21080,21080,15435,". Operator and Contractor each agree to comply with all laws, rules, and regulations applicable to this Agreement or the",0.0,8.0,22,7,1,0,1,0,3,0
21081,21081,14773,"21.2  bluesource  does  not  warrant  that  any  result  or  objective  whether  stated  in  this  Agreement  or  not,  shall  beachieved,  be  achievable  or  be  attained  at  all  or  by  a  given  completion  date  or  any  other  date,  except  whereprovided as part of a service level agreement (â€œSLAâ€).",0.0,9.0,52,11,9,1,1,0,3,0
21082,21082,939,12. CHANGES,0.0,11.0,3,1,0,1,1,1,1,1
21083,21083,6842,5.4 MUTUAL WAIVER OF CONSEQUENTIAL DAMAGES,1.0,11.0,6,5,0,1,0,0,1,0
21084,21084,2075,â€œForce  majeure  eventâ€  ,1.0,11.0,3,3,0,0,0,0,3,0
21085,21085,3383,ARTICLE4 Arbitration; Waiver of Jury Trial,1.0,9.0,7,5,0,0,0,0,3,1
21086,21086,5504,The  terms  of  these  Conditions  shall  apply  to  any  repaired  or  replacement  Goods  supplied  by  Voip  Unlimited,0.0,10.0,17,4,4,0,0,0,3,0
21087,21087,1406,30 Notice:,0.0,10.0,3,1,0,1,0,0,3,1
21088,21088,2025,"B. Those U.S. Government Federal Acquisition Regulations, Agency Supplementary Regulations and Code of Federal",0.0,9.0,16,11,0,0,1,0,3,0
21089,21089,449,17. Indemnification,0.0,9.0,3,1,0,1,1,1,3,1
21090,21090,901,"Consultant: Cyient, Inc. ",1.0,9.0,6,3,0,0,1,0,4,0
